nl_query,explanation,db
"Determine the top 10 regional theaters with plays remaining sold out throughout a run lasting at least six weeks, while winning awards for new writing or best performance annually.","      This scenario benefits from SQL's solid framework for exploring show records, sales data, and awards efficiently.",rdbms
"Rank the five most popular mobile games with in-app purchases exceeding $5 million monthly, maintaining at least one million active players daily, and ranked top in both App and Play Store over two years.",      SQL facilitates effective cross-platform data integration and real-time popularity trend analyses suited for gaming analytics.,rdbms
"Find the top 9 culinary events sustaining a five-year run without repeating city venues, associated with atopic sustainability themes while drawing over 20,000 participants per event.","      Complex logistics and event data are SQL strengths, enabling relational databases to handle such multi-layered queries efficiently.",rdbms
"List the top 12 telecommunication projects deploying 5G infrastructure across urban and rural areas without exceeding initial budget estimations, achieving over 95% project completion annually in the last two years.",      SQL’s comprehensive querying complements large-scale deployment with integrated spatial-geographical data aspects.,rdbms
"Determine the top 7 social media influencers monetizing content with sponsorship engagements returning a 200% ROI for brands, spread across fashion and wellness domains within one fiscal year.","      Relational databases shine in analyzing social trends, engagement metrics, and returning data across dynamic fields like influencer marketing.",rdbms
Identify the top 10 products with the highest sales growth rates over the past three years across various regions and compare them by average customer satisfaction ratings.,"      This query involves aggregation and comparison across multiple dimensions (time, region, product) and requires joins between sales and customer satisfaction data.",rdbms
"List the top 15 employees who received the most diverse performance reviews, averaging above 4.2, in the finance and technology departments, over the past 5 years.","      Complex joins between employee details, department info, and performance review tables are efficiently handled by relational databases.",rdbms
"Extract all projects completed in the last 2 years which have received mixed feedback from teams located in at least 3 different countries, with an average budget utilization of less than 80%.","      Efficiently manages joins and filtering on feedback, location, and budget data.",rdbms
"Find the top 5 cities with the highest average annual increase in population density over the past decade, specifically for cities with populations exceeding 1 million.","      Requires calculating growth rates over time with constraints on population size, supported by rich aggregation features in relational databases.",rdbms
"Identify the 20 most popular movies in comedy and drama genres, released between 2000 and 2020, with average audience reviews above 4 stars, shot in multiple countries.","      Involves complex queries across time, genres, and reviews, efficiently executed with relational databases' indexing and joins.",rdbms
"Retrieve all suppliers who have delivered defective products at least twice in the past year, with an overall defect rate below 5% across all shipments.",      Utilizes foreign key relationships to efficiently identify defect occurrences and calculate defect rates.,rdbms
"Determine the top 10 universities with the highest number of publications in computer science and biology journals, with an average citation index above 3, in the last 15 years.","      Incorporates aggregation, filtering, and complex conditions across multiple relationships.",rdbms
"Find customers who have ordered products from at least 5 different categories, with each order exceeding $500, in the last two years.",      Relational databases handle the required joins and aggregation on diverse order and product data efficiently.,rdbms
"List the top 25 athletes who have won medals in multi-nation tournaments in both Track and Field events, with at least three gold medals.",      Involves querying extensive historical performance data across different sports events efficiently.,rdbms
"Extract top-performing mutual funds that have consistently outperformed the market average by at least 3% annually over the past decade, from fund managers managing portfolios in more than 2 sectors.","      Efficiently manages data aggregation, historical performance comparison, and complex filtering through relational operations.",rdbms
Identify the top 5 pharmaceuticals by revenue across more than 3 continents that have launched at least 10 successful drugs with over 90% efficacy in the past 20 years.,"      Requires complex joins, aggregations, and filtering across different data tables related to revenue and efficacy.",rdbms
"List the top 15 restaurants with average customer ratings above 4.7 in both casual and fine dining categories, spanning at least 3 cities, over the last year.","      Combines restaurant, review, and location data with efficient joins and conditions.",rdbms
"Identify the top 10 tech companies that introduced the most innovative patents, influencing at least 5 industries, with a citation count above 200, over the past 5 years.","      Leverages powerful relational querying to handle patent, citation, and industry influence data.",rdbms
"Retrieve a list of top-selling electronic gadgets in the past two years, with an average customer review rating above 4.3, sold across at least 3 online platforms.",      Complex data aggregation and filtering on sales and review data across multiple platforms.,rdbms
"Determine the most influential academic conferences in the fields of machine learning and data science, with participation from more than 30 countries, from 2015 onward.",      Involves querying dense relational data on participation and conference details efficiently.,rdbms
"Identify the top 50 social media influencers who have collaborated with brands in at least 5 product categories, with an average engagement rate above 8%, over the last 3 years.","      Requires efficient joins and aggregations across influencer, collaboration, and engagement data.",rdbms
List the top 20 charities with the highest impact scores that have operated in more than 5 countries and maintained administrative costs below 10% over the past decade.,"      Efficiently manages complex filtering, joins, and aggregation related to impact and financials.",rdbms
Find the top 10 most lucrative real estate markets based on property appreciation rates over 15 years in cities with populations between 500k to 2 million.,      Involves efficient computations and data retrieval on property and demographic data.,rdbms
"Identify the top 10 car manufacturers with the highest average fuel efficiency across multiple models, sold in at least 10 countries, over the past 5 years.",      Manages complex data joins and aggregations effectively for multi-model data handling.,rdbms
"Extract top-performing advertising campaigns for products in at least 3 sectors, with a return on investment exceeding 200%, executed since 2010.","      Efficiently performs data retrieval, comparison, and calculation on performance and financial data.",rdbms
"List the top 10 investment portfolios that achieved an average annual return exceeding 15%, diversified across at least 5 asset classes, in the past decade.",      Handles complex financial data and aggregation to compute annual returns and diversity analysis.,rdbms
"Identify the top 50 cities with the fastest-growing technology hubs, based on startup funding raised, in the last 5 years.",      Requires efficient joins and aggregations on startup and funding data.,rdbms
"Find the top 25 banks with the lowest non-performing asset ratios in both corporate and retail sectors, operating in multiple countries, for the last fiscal year.",      Manages complex relational data retrieval and filtering on financial and geographic data.,rdbms
"Retrieve countries with the highest number of cultural heritage sites recognized by multiple international bodies, with an average visitation growth rate above 5% since 2000.","      Involves dense data joins and filtering on cultural, recognition, and visitation data.",rdbms
"List 20 luxury fashion brands with consistently high social media engagement across at least 4 platforms, in the last 3 years.","      Efficiently handles complex joins, aggregation, and comparison on brand and social media data.",rdbms
"Identify the top-performing hospital networks with patient recovery rates exceeding 90% across multiple specialties, over the past 5 years, and in at least 3 cities.","      Efficient joins and aggregations across patient, specialty, and geographical data.",rdbms
"Find the top 20 art galleries with the most diverse collections, showcasing artworks from at least 10 different cultures, within the last 5 years.","      Combines complex filters, joins, and aggregation to analyze cultural diversity in collections.",rdbms
"Extract top 15 global law firms with the highest number of successfully closed cases in international law and corporate law, over the last decade.",      Involves efficient relational database capabilities to handle historical and categorical data.,rdbms
"Determine the top 10 airlines with the best on-time performance records for international routes, operating across at least 3 continents, for the past 2 years.",      Manages complex condition checks and aggregation for performance data efficiently.,rdbms
"Identify the top 10 cities for international students based on average academic performance and post-graduation employment rates, over the past 5 years.",      Efficiently manages diverse data sets involving academic and employment statistics.,rdbms
"List the top 20 music festivals with the highest attendance rates in various countries, showcasing at least 5 genres, over the past decade.","      Involves powerful querying and aggregations on genre, location, and attendance data.",rdbms
"Find the 15 most subscribed online learning platforms based on student completion rates for courses in technology and business, over the past 3 years.","      Efficiently performs complex data retrieval, aggregation, and filtering on academic data.",rdbms
"Identify the top 10 employees with the highest sales revenue in multiple regions, involving employees older than 35 years with more than 5 years of service, in the past year.","     Joins between employees, sales, regions, and time-based filtering ensure efficiency through indexed queries.",rdbms
Retrieve top 15 manufacturers who have produced vehicles with an average fuel efficiency above 30 mpg in the SUVs and trucks categories over the last 5 years.,"     Vehicle data, manufacturer details, categories, and temporal data are efficiently handled with structured joins and aggregations.",rdbms
"List the top 25 U.S. cities with the highest average household income growth, for households with more than four members, over the past decade.","     Complex aggregations and joins on household data, cities, and income statistics can be managed well using pre-defined relationships.",rdbms
"Determine the top 10 universities with the highest number of graduates who have founded successful startups, where success is defined as raising more than $1 million in funding in the technology sector, over the last 15 years.","     Involves multiple joins between graduate records, startup data, funding details, and sector-based filtering.",rdbms
"Extract the top 20 doctors who have participated in at least five clinical trials with success rates over 80% in cancer research, in the last decade.","     Requires detailed join operations across doctor profiles, clinical trials data, and success metrics.",rdbms
Find 30 most popular films (rating over 8.0) from directors who have directed movies in both action and drama genres in multiple countries in the past 7 years.,"     The query needs complex joins and filtering involving films, directors, genres, and geographical data.",rdbms
Rank the top 15 financial advisors by clients' investment returns above 10% with portfolios over $1 million diversified across real estate and technology sectors in the last 3 years.,"     Efficient handling of client, investment, sectoral and financial data through structured queries.",rdbms
"Identify the top 5 cities where restaurant sales have grown the most among venues offering both dine-in and takeout services, over the past 5 years.",     Involves detailed aggregation and joining sales data with geographical and service type information.,rdbms
"List the 10 countries with the fastest-growing renewable energy production averaged across solar, wind, and hydroelectric sources, over the past decade.",     Relational databases can efficiently handle and aggregate complex datasets on energy production subdivided by type.,rdbms
Retrieve the top 10 fashion brands by annual sales in the luxury segment across at least three continents over the last two decades.,"      Requires joining sales records, brand data, segmentation information, and global categorization.",rdbms
"Determine the top 25 pharmaceutical companies based on product approvals from FDA and EMA, for cardiovascular drugs, over the last 15 years.",      Involves database joins and filters across company data and detailed product approval records across two regulatory agencies.,rdbms
"Extract the names of the top 10 international airports by passenger traffic showing an increase of at least 5% annually over the last decade, offering more than 50 international destinations.","      Can efficiently handle transport data, international filters, and annual passenger statistics through relational mechanisms.",rdbms
"List 15 retailers with the highest year-over-year revenue growth for eco-friendly products in the apparel and household essentials categories, over the past 5 years.","      Joins between product categories, sales data, and environmental attributes are handled efficiently using relational queries.",rdbms
"Identify the top 10 states where public spending on green technologies tripled in the past decade, considering both R&D and infrastructure investments.","      Green technology data, public spending records, and category-specific investment filters are managed through structured joins.",rdbms
"Extract top 20 authors whose books, with an average rating above 4.0, have been translated into at least 10 languages in the past 10 years in both suspense and romance genres.","      Books, author data, ratings, genre classifications, and translation records are efficiently related and filtered in a relational database.",rdbms
"Identify the top 5 electronics companies by innovation index, with products launched in AI and robotics having more than 50 patents each, over the last 5 years.",      Innovation index calculations and extensive product-patent database join operations align with relational database capabilities.,rdbms
List 10 most influential chefs based on the number of original recipes published and international event participations in fusion cuisine in the last two decades.,"      Database joins between chefs, recipes, event records, and cuisine types facilitate complex intersection and aggregation.",rdbms
"Find the top 7 airlines with over 90% on-time arrival rates for flights longer than 3 hours, across at least 5 continents, in the past 3 years.","      Efficient handling of flight data, time calculations, and extensive geographical reach with relational queries.",rdbms
"Retrieve 25 multinational tech companies with double-digit growth in AI workforce, with more than 30% of employees over 50 years old, in the past 5 years.","      Employee demographics, company data, and growth figures benefit from structured data and relational association.",rdbms
"Identify the top 12 musical bands, who have released albums in both rock and classical genres, with album sales exceeding 1 million in the past 15 years.","      Joins between band data, album sales records, and genre classification enable efficient complex queries.",rdbms
"Determine top 15 countries by export value growth in agricultural technology, involving hydroponics and drone-based farming solutions, in the past decade.",      Combines complex dataset categories with export records and technological subtypes through efficient relational queries.,rdbms
"Extract the top 10 financial markets with the highest foreign investment in renewable energy projects, focusing on solar and wind, over the past decade.","      Handles investment data, market details, and energy project categorizations effectively through relational schemas.",rdbms
"Identify the top 8 logistics companies with supply chains optimized for eco-efficiency, having reduced emissions by at least 25% over 5 years, globally.",      Supply chain and emissions data require structured joins and detailed processing for efficiency in complex queries.,rdbms
"List the top 15 hospitals with the highest patient satisfaction ratings, offering specialized treatments in cardiology and neurology in more than three countries over the last decade.","      Combines healthcare provider data, treatment records, and patient satisfaction measures efficiently through structured operations.",rdbms
"Determine top 20 consumer electronics companies by market share in smart home technologies, offering products compatible with at least three major AI platforms, over the last 5 years.","      Product compatibility, company data, and market share statistics are effectively managed and queried in an efficient relational structure.",rdbms
"Identify the top 10 national parks by annual visitor growth rates above 10%, offering guided tours in multiple languages over the past 5 years.","      Visitor statistics, service offerings, and multi-language tours necessitate relational data operations for complex querying.",rdbms
"Retrieve 30 sports brands leading in global market penetration for apparel categorized under performance athletics and casual sportswear, in the last 10 years.","      Market penetration data, brand details, and category-specific structuring are efficiently processed relationally.",rdbms
"List the top 18 cities by per capita digital infrastructure investment growth, featuring 5G deployment in public sectors, over the past decade.","      Involves nuanced join operations between city data, investment records, and digital infrastructure specifics.",rdbms
"Extract top 14 culinary schools producing chefs with over 5 global culinary awards, specialized in fusion and molecular gastronomy, over the last 20 years.","      Complex joins between school data, chef profiles, and award records enable comprehensive data makeup.",rdbms
"Find the top 10 wildlife reserves with a biodiversity index increase of at least 15%, offering research and tourist excursions in collaboration with at least three international conservation bodies, in the past decade.","      Reserves data, biodiversity metrics, and conservation collaborations are well-suited for detailed relational querying.",rdbms
"Identify the top 15 tech startups by employee growth in cybersecurity, with more than 20% women workforce, in the past 3 years.","      Growth figures, employee demographics, and industry roles provide efficiency when well-structured relationally.",rdbms
"Determine the top 20 cities with the highest tech job growth, featuring at least one tech incubator with a startup success rate over 30%, in the past 5 years.","      Combines employment statistics, incubator success rates, and tech sector filtering through efficient relations.",rdbms
"List 10 retail chains with the most significant expansion in eco-friendly product lines across home, fashion, and beauty segments, in the last decade.","      Retail data, expansion records, and product segmentations are efficiently organized in a relational database.",rdbms
"Retrieve top 18 automobile brands with the largest increase in electric vehicle sales, offering models in at least three different size categories, over the 5 past years.","      Brand data, sales records, and categorical classification facilitate structured, efficient complex queries.",rdbms
"Identify the top 12 cities hosting the largest increase in international art exhibitions, with over 50% featuring contemporary works, in the past decade.","      Art exhibition data, contemporary classification, and geographical insights are processed relationally for better efficiency.",rdbms
"List the top 10 countries with the largest growth in remote work infrastructure, focusing on internet speeds and coworking spaces, in the last 5 years.","      Combines data on infrastructure, technological enhancements, and workspace trends efficiently in a relational context.",rdbms
"Retrieve the top 30 research universities with output exceeding 50 patents annually in biotech and AI, collaborating with industry partners across multiple continents over the last 20 years.","      Managing university research data, patent records, and industry partnerships requires structured joins for efficiency.",rdbms
"Determine the top 15 insurance companies based on payout efficiency in climate-related claims, focusing on agriculture and residential policies, over the past 10 years.","      Insurance claim data, policy types, and efficiency metrics align with relational database strengths for complex queries.",rdbms
"Identify the top 7 global construction firms by sustainable building practices, achieving green certifications on projects across at least three continents in the last 8 years.","      Firm data, certification records, and geographical distribution necessitate robust relational querying for efficient processing.",rdbms
"Identify the top 50 highest-grossing movies in the past 15 years, categorized by genre, with an average critic score above 80% and released during the summer months.","     They can efficiently join movie metadata tables with reviews and release dates, utilizing indexes to quickly sort, filter, and return results.",rdbms
"Determine the top 10 most subscribed YouTube channels in the education category, across five different languages, with content uploaded consistently for at least the last 5 years.","     Suitable for handling structured subscriber data, language attributes, and content upload records through well-defined joins and filters.",rdbms
"List the top 30 cities with the highest average property prices, segmented by property type and neighborhood size, over the past decade.","     Efficient at managing structured real estate data with property characteristics, allowing for seamless aggregation and comparison.",rdbms
"Find the top 15 tech companies with the largest average annual increase in stock value over the past decade, that also have an environmental sustainability rating above industry average.","     Can adeptly process structured financial and sustainability datasets, enabling complex calculations and filters across tables.",rdbms
"Extract the list of 25 highest-rated restaurants in metropolitan areas, specializing in vegan and gluten-free cuisines, with customer reviews indicating top service scores over the past year.","     Efficiently join tables containing structured customer reviews, menus, and service scores for sophisticated query requirements.",rdbms
"Get the top 20 universities worldwide offering online courses, ranked by student satisfaction scores in technology-related fields, over the last 5 years.","     Excel at dealing with structured educational data and satisfaction surveys, useful for complex joins and rankings.",rdbms
"Determine the top 40 companies with the fastest-growing workforce, including industry classification, across five continents, over the last decade.","     Suitable for structured data and historical employment records, enabling robust analysis of workforce trends.",rdbms
"Identify the top 15 industries with the lowest average carbon footprint per unit production, tracked yearly, over the last 7 years.","     Easily manages well-defined datasets tracking unit production and carbon emissions, allowing for detailed comparisons.",rdbms
"List the 10 most popular tourist destinations in Europe within the past 5 years, segmented by average visitor spending and travel season.","     Functions well with structured visitor and spending data, allowing precise seasonal and financial insights.",rdbms
"Find the top 20 athletes with the highest number of awards, categorized by sport and age group, over the past 10 years.","      Proficient in managing athlete statistics and award records, facilitating complex querying and filtering.",rdbms
"Extract the top 5 banks with the highest customer satisfaction scores in online banking services, in urban areas, for the past 5 years.",      Capable of analyzing structured customer feedback records and transaction data for in-depth assessments.,rdbms
"Identify the top 10 software products with the most frequent updates, categorized by application domain, in the last decade.","      Handles extensive update and version records efficiently, organized by structured fields for seamless analysis.",rdbms
"List the top 25 retail chains with the highest average customer loyalty program enrollment, segmented by geographical region, for the latest year.","      Efficient with structured enrollment data, enabling robust regional and customer loyalty analysis.",rdbms
"Find the 30 most innovative startups in financial technology, measured by patents secured and funding in the past 5 years.","      Handles structured innovation and financial records, facilitating detailed comparisons and trends analysis.",rdbms
"Determine the 10 highest-rated TV shows globally, based on consistent viewer ratings and critic reviews, over the last 3 years.","      Easily queries structured viewer and critic data, aggregating over extensive temporal criteria.",rdbms
"Assess the top 50 city-based hospitals, categorized by patient recovery outcomes and technological advancements, in the last 5 years.",      Proficient in merging structured health outcomes data with innovation metrics for comprehensive analysis.,rdbms
"List the 20 most philanthropic countries, measured by average charitable donation per capita and volunteer rates, over the past decade.",      Efficiently processes structured donation and volunteer data globally for detailed capita-based comparisons.,rdbms
"Identify the top 15 environmental policies adopted by countries, ranked by the decrease in air pollution metrics and implementation year.",      Consistently handles structured policy and pollution data efficiently for longitudinal analyses.,rdbms
"Find the top 5 personal finance apps, categorized by growth in user base and customer feedback scores, over the last 3 years.",      Efficient in processing structured user growth and consumer feedback data for strategic insights.,rdbms
"Extract the top 30 regions with the most advanced transportation networks, segmented by investment and development milestones, over the past decade.",      Proficient at managing structured infrastructure investments and chronological milestones data.,rdbms
"Determine the top 15 public companies by net revenue growth, categorized by sector, in the most recent fiscal year.","      Suitable for structured financial reports data, enabling precise sector-based comparisons.",rdbms
"List the 10 largest urban tree plantations, analyzed by annual CO2 absorption rates and species diversity, in the last 5 years.",      Handles structured environmental and botanical data efficiently for in-depth ecological assessments.,rdbms
"Identify the top 20 art exhibitions in terms of visitor attendance and critical acclaim, in major cities, over the last 3 years.",      Adept at structured cultural event and visitor data for deep cataloging and trend analysis.,rdbms
"Find the top 25 consumer electronics brands, ranked by product durability scores and warranty claims, over the past 5 years.",      Excels in structured product performance and consumer report data management for extensive evaluations.,rdbms
"Extract the top 10 regions for organic agriculture growth, categorized by crop type and export volumes, over a decade.",      Efficient at dealing with structured agricultural and export data for comprehensive crop analyses.,rdbms
"Determine the top 5 investment funds with the best returns, ranked by portfolio diversity and market resilience, over 10 years.","      Skilled at managing structured investment, portfolio, and market data for solid return analyses.",rdbms
"List the top 15 luxury car brands, segmented by innovation in electric vehicle technology and consumer rankings, over the past 5 years.",      Proficient in handling structured technology and consumer data for targeted automotive industry insights.,rdbms
"Identify the top 20 countries with the highest educational reforms, analyzed by academic scores improvement and investment, over the past 10 years.",      Efficient at managing structured educational and financial data for strategic reform evaluations.,rdbms
"Find the top 5 pharmaceuticals, prioritized by research and development expenditure and number of FDA-approved innovations, in the last decade.",      Organized R&D and regulatory approval data facilitate deep industry insights and analyses.,rdbms
"Extract the 40 most diverse multinational company boards, segmented by gender and cultural representation, in the most recent 3 years.",      Structured diversity and corporate governance data enable extensive organizational evaluations.,rdbms
"Determine the leading 10 fashion brands with the greatest sustainability initiatives, based on waste reduction and production efficiencies, in the last 5 years.",      Handles structured environmental and production data for evaluating sustainable practices efficiently.,rdbms
"List the top 20 fastest-growing sectors for remote jobs, based on hiring data and telework enablement indexes, in the last 8 years.",      Proficient in managing structured employment data and telework indices for exceptional trend identifications.,rdbms
